posting_year,country,region,industry,seniority_level,risk_category,avg_salary_usd,median_salary_usd,avg_ai_intensity,avg_automation_risk,avg_displacement_risk,job_count,pct_ai_mentioned,unique_job_titles
2017,Israel,Middle East,Government,Junior,HIGH,,,0.13,62642.0,0.65,1,0.0,1
2017,Israel,Middle East,Manufacturing,Executive,LOW,,,0.05,,-3.42,1,0.0,1
2017,Israel,Middle East,Manufacturing,Lead,LOW,,,0.17,,,1,0.0,1
2017,Italy,Europe,Agriculture,Executive,LOW,,,0.02,,,1,0.0,1
2017,Italy,Europe,Energy,Lead,HIGH,,,0.04,62551.0,0.76,1,0.0,1
2017,Italy,Europe,Energy,Mid,LOW,0.65,0.65,0.02,,62436.0,2,50.0,2
2017,Italy,Europe,Manufacturing,Junior,LOW,,,0.13,,63474.0,1,0.0,1
2017,Italy,Europe,Manufacturing,Lead,LOW,,,0.18,,64568.0,1,0.0,1
2017,Italy,Europe,Manufacturing,Senior,LOW,,,0.13,,74731.0,1,0.0,1
2017,Italy,Europe,Retail,Senior,LOW,,,0.06,,70669.0,1,0.0,1
2017,Japan,East Asia,Agriculture,Lead,HIGH,,,0.15,75677.0,0.82,1,0.0,1
2017,Japan,East Asia,Education,Intern,LOW,,,,,,1,100.0,1
2017,Japan,East Asia,Education,Senior,LOW,,,0.12,,,1,0.0,1
2017,Japan,East Asia,Finance,Junior,HIGH,,,0.19,66988.0,0.88,1,0.0,1
2017,Japan,East Asia,Government,Mid,LOW,,,0.04,,-3.76,1,0.0,1
2017,Japan,East Asia,Healthcare,Junior,LOW,,,0.04,,,1,0.0,1
2017,Japan,East Asia,Healthcare,Lead,LOW,,,0.0,,2.96,1,0.0,1
2017,Japan,East Asia,Manufacturing,Lead,LOW,,,0.16,,,1,0.0,1
2017,Japan,East Asia,Retail,Junior,LOW,,,0.13,,0.38,1,0.0,1
2017,Jordan,Middle East,Education,Senior,LOW,,,0.07,,68469.0,1,0.0,1
2017,Jordan,Middle East,Energy,Executive,LOW,0.87,0.87,,,,1,100.0,1
2017,Jordan,Middle East,Energy,Mid,LOW,,,0.11,,57038.0,1,0.0,1
2017,Jordan,Middle East,Finance,Executive,LOW,,,,,,1,100.0,1
2017,Jordan,Middle East,Finance,Junior,LOW,,,,,,1,100.0,1
2017,Jordan,Middle East,Healthcare,Mid,LOW,,,0.13,,,1,0.0,1
2017,Jordan,Middle East,Manufacturing,Intern,HIGH,,,0.07,60619.0,0.65,1,0.0,1
2017,Jordan,Middle East,Retail,Intern,LOW,,,0.12,,61259.0,1,0.0,1
2017,Jordan,Middle East,Retail,Senior,LOW,,,0.0,,56353.0,1,0.0,1
2017,Kenya,Africa,Education,Senior,HIGH,,,0.59,27675.0,0.17,1,100.0,1
2017,Kenya,Africa,Energy,Mid,LOW,,,0.11,,,1,0.0,1
2017,Kenya,Africa,Healthcare,Mid,LOW,,,0.1,,,1,0.0,1
2017,Kenya,Africa,Manufacturing,Intern,LOW,,,0.14,,1.25,1,0.0,1
2017,Kenya,Africa,Retail,Lead,HIGH,,,0.15,19267.0,0.82,1,0.0,1
2017,Malaysia,Southeast Asia,Agriculture,Intern,LOW,,,0.04,,0.69,1,0.0,1
2017,Malaysia,Southeast Asia,Agriculture,Junior,HIGH,,,0.06,33753.0,0.66,1,0.0,1
2017,Malaysia,Southeast Asia,Education,Intern,HIGH,,,0.11,37559.0,0.81,1,0.0,1
2017,Malaysia,Southeast Asia,Education,Mid,HIGH,,,0.16,41170.0,0.88,1,0.0,1
2017,Malaysia,Southeast Asia,Energy,Lead,LOW,,,0.06,,34469.0,1,0.0,1
2017,Malaysia,Southeast Asia,Finance,Executive,LOW,,,,,56155.0,1,100.0,1
2017,Malaysia,Southeast Asia,Finance,Intern,LOW,0.86,0.86,,,,1,100.0,1
2017,Malaysia,Southeast Asia,Manufacturing,Senior,LOW,,,0.02,,37754.0,1,0.0,1
2017,Malaysia,Southeast Asia,Retail,Lead,LOW,,,0.015,,4.79,2,0.0,2
2017,Malaysia,Southeast Asia,Tech,Intern,LOW,,,,,,1,100.0,1
2017,Mexico,North America,Education,Lead,HIGH,,,0.04,81253.0,0.7,1,0.0,1
2017,Mexico,North America,Finance,Mid,LOW,,,,,,1,100.0,1
2017,Mexico,North America,Government,Executive,LOW,,,0.14,,90205.0,1,0.0,1
2017,Mexico,North America,Government,Lead,LOW,,,0.01,,72669.0,1,0.0,1
2017,Mexico,North America,Healthcare,Executive,LOW,,,0.18,,-2.74,1,0.0,1
2017,Mexico,North America,Healthcare,Junior,LOW,,,0.19,,1.94,1,0.0,1
2017,Mexico,North America,Healthcare,Mid,LOW,,,0.135,,86781.5,2,0.0,2
2017,Mexico,North America,Manufacturing,Executive,LOW,,,0.115,,36770.795,2,0.0,2
2017,Mexico,North America,Manufacturing,Intern,LOW,,,0.09,,2.5,1,0.0,1
2017,Mexico,North America,Manufacturing,Junior,LOW,,,0.05,,,1,0.0,1
2017,Mexico,North America,Tech,Executive,LOW,,,0.11,,,1,0.0,1
2017,Mexico,North America,Tech,Intern,LOW,,,0.0,,,1,0.0,1
2017,Morocco,Africa,Energy,Lead,LOW,,,0.06,,2.28,1,0.0,1
2017,Morocco,Africa,Energy,Senior,HIGH,,,0.02,22947.0,0.73,1,0.0,1
2017,Morocco,Africa,Finance,Lead,LOW,0.4,0.4,,,,1,100.0,1
2017,Morocco,Africa,Government,Junior,LOW,,,0.14,,2.79,1,0.0,1
2017,Morocco,Africa,Manufacturing,Executive,LOW,,,,,,1,100.0,1
2017,Morocco,Africa,Tech,Executive,HIGH,,,0.06,19080.0,0.67,1,0.0,1
2017,Nepal,South Asia,Agriculture,Lead,LOW,0.88,0.88,,,,1,100.0,1
2017,Nepal,South Asia,Agriculture,Senior,HIGH,,,0.12,27241.0,0.8,1,0.0,1
2017,Nepal,South Asia,Education,Intern,LOW,,,0.04,,26488.0,1,0.0,1
2017,Nepal,South Asia,Education,Lead,LOW,,,0.2,,22343.0,1,0.0,1
2017,Nepal,South Asia,Energy,Intern,LOW,,,,,,1,100.0,1
2017,Nepal,South Asia,Energy,Mid,LOW,,,0.17,,26507.0,1,0.0,1
2017,Nepal,South Asia,Manufacturing,Executive,HIGH,,,0.03,25781.0,0.78,1,0.0,1
2017,Nepal,South Asia,Retail,Executive,LOW,,,0.14,,,1,0.0,1
2017,Nepal,South Asia,Retail,Junior,HIGH,,,0.09,24851.0,0.8,1,0.0,1
2017,Netherlands,Europe,Energy,Intern,HIGH,,,0.15,65755.0,0.88,1,0.0,1
2017,Netherlands,Europe,Healthcare,Executive,LOW,,,0.19,,,1,0.0,1
2017,Netherlands,Europe,Tech,Executive,LOW,,,0.15,,80454.0,1,0.0,1
2017,New Zealand,Oceania,Agriculture,Intern,LOW,,,0.17,,4.41,1,0.0,1
2017,New Zealand,Oceania,Energy,Senior,LOW,,,0.62,,100573.0,1,100.0,1
2017,New Zealand,Oceania,Finance,Intern,LOW,0.41,0.41,,,,2,100.0,2
2017,New Zealand,Oceania,Finance,Junior,LOW,,,0.06,,-0.02,1,0.0,1
2017,New Zealand,Oceania,Government,Executive,LOW,,,0.05,,4.74,1,0.0,1
2017,New Zealand,Oceania,Manufacturing,Intern,LOW,,,0.16,,0.55,1,0.0,1
2017,Nigeria,Africa,Agriculture,Executive,LOW,,,0.12,,,1,0.0,1
2017,Nigeria,Africa,Finance,Intern,LOW,,,,,,1,100.0,1
2017,Nigeria,Africa,Government,Lead,LOW,,,0.17,,4.77,2,0.0,2
2017,Nigeria,Africa,Manufacturing,Senior,LOW,,,0.01,,-1.8,1,0.0,1
2017,Pakistan,South Asia,Education,Junior,LOW,,,0.13,,26184.0,1,0.0,1
2017,Pakistan,South Asia,Energy,Junior,LOW,,,,,,1,100.0,1
2017,Pakistan,South Asia,Energy,Mid,LOW,,,0.11,,-0.59,1,0.0,1
2017,Pakistan,South Asia,Finance,Lead,LOW,,,0.19,,24323.0,1,0.0,1
2017,Pakistan,South Asia,Government,Senior,LOW,,,0.02,,24616.0,1,0.0,1
2017,Peru,South America,Agriculture,Mid,HIGH,,,0.14,43222.0,0.72,1,0.0,1
2017,Peru,South America,Energy,Intern,LOW,,,0.07,,39494.0,1,0.0,1
2017,Peru,South America,Energy,Senior,LOW,,,0.15,,42639.0,1,0.0,1
2017,Peru,South America,Government,Lead,HIGH,,,0.2,36398.0,0.87,1,0.0,1
2017,Peru,South America,Healthcare,Intern,LOW,,,0.09,,,1,0.0,1
2017,Peru,South America,Healthcare,Junior,LOW,,,0.16,,,1,0.0,1
2017,Philippines,Southeast Asia,Energy,Executive,HIGH,,,0.03,40332.0,0.88,1,0.0,1
2017,Philippines,Southeast Asia,Energy,Intern,HIGH,,,0.14,41342.0,0.77,1,0.0,1
2017,Philippines,Southeast Asia,Energy,Intern,LOW,,,0.08,,40249.0,1,0.0,1
2017,Philippines,Southeast Asia,Government,Intern,LOW,,,0.05,,4.78,1,0.0,1
2017,Philippines,Southeast Asia,Government,Junior,HIGH,,,0.03,39966.0,0.61,1,0.0,1
2017,Philippines,Southeast Asia,Healthcare,Executive,LOW,,,0.12,,,1,0.0,1
2017,Philippines,Southeast Asia,Healthcare,Mid,HIGH,,,0.09,39353.0,0.89,1,0.0,1
2017,Philippines,Southeast Asia,Retail,Senior,LOW,,,0.0,,,1,0.0,1
2017,Philippines,Southeast Asia,Tech,Mid,LOW,,,0.11,,2.45,1,0.0,1
2017,Poland,Europe,Education,Mid,LOW,,,0.01,,,1,0.0,1
2017,Poland,Europe,Retail,Junior,HIGH,,,0.17,76657.0,0.88,1,0.0,1
2017,Poland,Europe,Retail,Junior,LOW,,,0.19,,,1,0.0,1
2017,Qatar,Middle East,Education,Junior,LOW,,,0.11,,,1,0.0,1
2017,Qatar,Middle East,Energy,Executive,LOW,,,0.14,,54294.0,1,0.0,1
2017,Qatar,Middle East,Finance,Junior,LOW,,,0.1,,,1,0.0,1
2017,Qatar,Middle East,Government,Junior,HIGH,,,0.02,66562.0,0.73,1,0.0,1
2017,Qatar,Middle East,Tech,Lead,LOW,,,0.147,,18321.04,3,0.0,3
2017,Saudi Arabia,Middle East,Energy,Lead,HIGH,,,0.02,54602.0,0.76,1,0.0,1
2017,Saudi Arabia,Middle East,Government,Executive,LOW,,,0.15,,54838.0,1,0.0,1
2017,Saudi Arabia,Middle East,Government,Junior,LOW,0.51,0.51,,,,1,100.0,1
2017,Saudi Arabia,Middle East,Government,Mid,HIGH,,,0.04,58039.0,0.63,1,0.0,1
2017,Saudi Arabia,Middle East,Government,Mid,LOW,,,0.19,,64408.0,1,0.0,1
2017,Saudi Arabia,Middle East,Manufacturing,Senior,LOW,,,0.1,,-0.22,1,0.0,1
2017,Saudi Arabia,Middle East,Retail,Executive,HIGH,,,0.05,59495.0,0.87,1,0.0,1
2017,Saudi Arabia,Middle East,Tech,Intern,LOW,0.46,0.46,,,,1,100.0,1
2017,Singapore,Southeast Asia,Finance,Senior,LOW,,,,,,1,100.0,1
2017,Singapore,Southeast Asia,Government,Junior,LOW,,,0.05,,31327.0,1,0.0,1
2017,Singapore,Southeast Asia,Manufacturing,Executive,LOW,,,0.04,,,1,0.0,1
2017,South Africa,Africa,Finance,Intern,HIGH,,,0.07,23611.0,0.65,1,0.0,1
2017,South Korea,East Asia,Agriculture,Mid,HIGH,,,0.09,68404.0,0.81,1,0.0,1
2017,South Korea,East Asia,Education,Senior,LOW,,,0.02,,2.57,1,0.0,1
2017,South Korea,East Asia,Government,Intern,HIGH,,,0.19,69644.0,0.81,1,0.0,1
2017,South Korea,East Asia,Tech,Executive,LOW,,,0.06,,71282.0,1,0.0,1
2017,South Korea,East Asia,Tech,Lead,LOW,,,0.16,,,1,0.0,1
2017,Spain,Europe,Education,Intern,LOW,,,0.14,,-1.89,1,0.0,1
2017,Spain,Europe,Healthcare,Junior,LOW,0.45,0.45,,,,1,100.0,1
2017,Spain,Europe,Retail,Intern,LOW,,,,,,1,100.0,1
2017,Sri Lanka,South Asia,Agriculture,Lead,LOW,,,0.17,,3.65,1,0.0,1
2017,Sri Lanka,South Asia,Energy,Intern,LOW,,,0.13,,1.74,1,0.0,1
2017,Sri Lanka,South Asia,Healthcare,Executive,LOW,,,0.17,,25747.0,1,0.0,1
2017,Sri Lanka,South Asia,Healthcare,Mid,LOW,,,0.1,,,1,0.0,1
2017,Sri Lanka,South Asia,Healthcare,Senior,LOW,,,0.09,,-3.9,1,0.0,1
2017,Sri Lanka,South Asia,Tech,Executive,LOW,,,0.15,,,1,0.0,1
2017,Sweden,Europe,Energy,Senior,LOW,,,0.14,,72805.0,1,0.0,1
2017,Sweden,Europe,Government,Intern,HIGH,,,0.14,79132.0,0.75,1,0.0,1
2017,Sweden,Europe,Government,Junior,HIGH,,,0.0,72648.0,0.7,1,0.0,1
2017,Taiwan,East Asia,Agriculture,Junior,HIGH,,,0.06,58512.0,0.66,1,0.0,1
2017,Taiwan,East Asia,Finance,Junior,HIGH,,,0.16,68790.0,0.74,1,0.0,1
2017,Taiwan,East Asia,Finance,Mid,LOW,,,,,,1,100.0,1
2017,Taiwan,East Asia,Healthcare,Lead,LOW,,,0.06,,4.58,1,0.0,1
2017,Taiwan,East Asia,Healthcare,Mid,LOW,,,0.04,,,1,0.0,1
2017,Taiwan,East Asia,Tech,Executive,LOW,,,0.12,,65676.0,1,0.0,1
2017,Taiwan,East Asia,Tech,Intern,LOW,,,0.18,,,1,0.0,1
2017,Taiwan,East Asia,Tech,Mid,HIGH,,,0.2,64281.0,0.67,1,0.0,1
2017,Thailand,Southeast Asia,Education,Senior,HIGH,,,0.0,32550.0,0.67,1,0.0,1
2017,Thailand,Southeast Asia,Government,Lead,LOW,0.74,0.74,,,,1,100.0,1
2017,Thailand,Southeast Asia,Government,Senior,HIGH,,,0.02,35386.0,0.64,1,0.0,1
2017,Thailand,Southeast Asia,Healthcare,Lead,HIGH,,,0.07,34532.5,0.82,2,0.0,2
2017,Thailand,Southeast Asia,Tech,Intern,LOW,,,0.05,,32668.0,1,0.0,1
2017,UAE,Middle East,Agriculture,Executive,LOW,,,0.14,,60035.0,1,0.0,1
2017,UAE,Middle East,Agriculture,Lead,LOW,,,0.135,,-4.15,2,0.0,2
2017,UAE,Middle East,Education,Executive,HIGH,,,0.07,52649.0,0.61,1,0.0,1
2017,UAE,Middle East,Energy,Junior,LOW,,,0.08,,0.69,1,0.0,1
2017,UAE,Middle East,Finance,Junior,LOW,,,0.05,,1.44,1,0.0,1
2017,UAE,Middle East,Manufacturing,Junior,LOW,,,0.18,,-1.76,1,0.0,1
2017,UAE,Middle East,Retail,Senior,LOW,,,0.03,,66911.0,1,0.0,1
2017,UAE,Middle East,Tech,Executive,HIGH,,,0.05,61568.0,0.64,1,0.0,1
2017,UAE,Middle East,Tech,Executive,LOW,,,0.9,,,1,100.0,1
2017,United Kingdom,Europe,Agriculture,Lead,LOW,,,0.09,,79662.0,1,0.0,1
2017,United Kingdom,Europe,Energy,Lead,HIGH,,,0.01,66648.0,0.89,1,0.0,1
2017,United Kingdom,Europe,Energy,Senior,HIGH,,,0.03,77479.0,0.6,1,0.0,1
2017,United Kingdom,Europe,Finance,Mid,LOW,,,0.12,,61907.0,1,0.0,1
2017,United Kingdom,Europe,Healthcare,Executive,LOW,,,0.2,,66934.0,1,0.0,1
2017,United Kingdom,Europe,Manufacturing,Executive,LOW,,,0.1,,1.32,1,0.0,1
2017,United Kingdom,Europe,Manufacturing,Lead,LOW,,,0.14,,,1,0.0,1
2017,United Kingdom,Europe,Tech,Intern,LOW,,,0.13,,-4.11,1,0.0,1
2017,United States,North America,Agriculture,Executive,LOW,,,0.15,,3.73,1,0.0,1
2017,United States,North America,Agriculture,Junior,LOW,,,0.15,,,1,0.0,1
2017,United States,North America,Education,Lead,LOW,,,0.07,,,1,0.0,1
2017,United States,North America,Energy,Executive,HIGH,,,0.05,84941.0,0.63,1,0.0,1
2017,United States,North America,Energy,Intern,LOW,,,0.18,,-1.3,1,0.0,1
2017,United States,North America,Finance,Lead,LOW,,,0.11,,-2.39,1,0.0,1
2017,United States,North America,Finance,Senior,LOW,,,0.93,,,1,100.0,1
2017,United States,North America,Government,Executive,LOW,,,,,,1,100.0,1
2017,United States,North America,Government,Junior,LOW,,,0.14,,-0.28,1,0.0,1
2017,United States,North America,Healthcare,Junior,LOW,,,0.05,,-4.35,1,0.0,1
2017,United States,North America,Healthcare,Senior,HIGH,,,0.17,82764.0,0.8,1,0.0,1
2017,United States,North America,Healthcare,Senior,LOW,,,0.06,,90307.0,2,0.0,2
2017,United States,North America,Manufacturing,Intern,HIGH,,,0.05,84939.0,0.67,1,0.0,1
2017,United States,North America,Tech,Mid,HIGH,,,0.1,84202.0,0.82,1,0.0,1
2017,Vietnam,Southeast Asia,Agriculture,Intern,LOW,,,0.11,,41110.0,1,0.0,1
2017,Vietnam,Southeast Asia,Education,Mid,LOW,,,0.09,,41450.0,1,0.0,1
2017,Vietnam,Southeast Asia,Finance,Intern,HIGH,,,0.07,33558.0,0.81,1,0.0,1
2017,Vietnam,Southeast Asia,Manufacturing,Intern,HIGH,,,0.13,40394.0,0.83,1,0.0,1
2017,Vietnam,Southeast Asia,Tech,Senior,LOW,0.75,0.75,,,,1,100.0,1
2018,Argentina,South America,Education,Lead,LOW,,,0.01,,,1,0.0,1
2018,Argentina,South America,Finance,Intern,LOW,0.81,0.81,,,,1,100.0,1
2018,Argentina,South America,Finance,Senior,LOW,,,0.17,,,1,0.0,1
2018,Argentina,South America,Retail,Junior,LOW,,,,,,1,100.0,1
2018,Australia,Oceania,Agriculture,Executive,LOW,,,0.15,,-3.14,1,0.0,1
2018,Australia,Oceania,Agriculture,Lead,LOW,,,0.18,,2.25,2,50.0,2
2018,Australia,Oceania,Agriculture,Senior,LOW,0.73,0.73,,,,1,100.0,1
2018,Australia,Oceania,Education,Intern,LOW,,,0.09,,,1,0.0,1
2018,Australia,Oceania,Energy,Lead,LOW,,,0.02,,,1,0.0,1
2018,Australia,Oceania,Energy,Senior,LOW,,,,,,1,100.0,1
2018,Australia,Oceania,Finance,Intern,LOW,,,0.48,,,2,50.0,2
2018,Australia,Oceania,Healthcare,Junior,LOW,,,0.94,,,1,100.0,1
2018,Australia,Oceania,Healthcare,Lead,LOW,,,0.0,,,1,0.0,1
2018,Australia,Oceania,Healthcare,Senior,LOW,,,0.03,,-0.035,2,0.0,2
2018,Australia,Oceania,Manufacturing,Junior,LOW,,,0.15,,82778.0,1,0.0,1
2018,Australia,Oceania,Manufacturing,Mid,LOW,,,0.04,,-2.64,1,0.0,1
2018,Australia,Oceania,Retail,Executive,LOW,,,,,,1,100.0,1
2018,Australia,Oceania,Retail,Intern,LOW,,,0.16,,-3.35,1,0.0,1
2018,Australia,Oceania,Retail,Junior,LOW,,,,,,1,100.0,1
2018,Australia,Oceania,Tech,Executive,LOW,,,0.06,,-3.0,1,0.0,1
2018,Australia,Oceania,Tech,Intern,LOW,,,0.19,,,1,0.0,1
2018,Australia,Oceania,Tech,Junior,HIGH,,,0.07,85367.0,0.68,1,0.0,1
2018,Australia,Oceania,Tech,Mid,LOW,,,0.95,,,1,100.0,1
2018,Australia,Oceania,Tech,Senior,HIGH,,,0.02,81945.0,0.69,1,0.0,1
2018,Bangladesh,South Asia,Agriculture,Senior,LOW,,,,,,1,100.0,1
2018,Bangladesh,South Asia,Retail,Intern,LOW,,,0.08,,,1,0.0,1
2018,Brazil,South America,Agriculture,Mid,LOW,0.93,0.93,,,,1,100.0,1
2018,Brazil,South America,Education,Lead,HIGH,,,0.81,61586.0,0.11,1,100.0,1
2018,Brazil,South America,Education,Senior,HIGH,,,0.06,42934.0,0.65,1,0.0,1
2018,Brazil,South America,Education,Senior,LOW,,,0.49,,16.72,1,100.0,1
2018,Brazil,South America,Finance,Executive,LOW,,,0.04,,-1.63,2,0.0,2
2018,Brazil,South America,Retail,Lead,LOW,,,0.14,,,1,0.0,1
2018,Brazil,South America,Tech,Mid,LOW,,,,,,1,100.0,1
2018,Canada,North America,Agriculture,Lead,LOW,,,0.07,,-0.325,2,0.0,2
2018,Canada,North America,Agriculture,Senior,LOW,,,0.06,,82892.0,1,0.0,1
2018,Canada,North America,Education,Junior,LOW,,,,,,1,100.0,1
2018,Canada,North America,Energy,Intern,HIGH,,,0.18,83085.0,0.76,1,0.0,1
2018,Canada,North America,Energy,Intern,LOW,,,0.18,,-0.77,2,0.0,2
2018,Canada,North America,Energy,Mid,LOW,,,0.14,,93446.0,1,0.0,1
2018,Canada,North America,Finance,Intern,LOW,0.73,0.73,,,,1,100.0,1
2018,Canada,North America,Government,Lead,LOW,0.77,0.77,,,,1,100.0,1
2018,Canada,North America,Retail,Junior,LOW,,,0.01,,,1,0.0,1
2018,Canada,North America,Tech,Intern,HIGH,,,0.15,90580.0,0.64,1,0.0,1
2018,Canada,North America,Tech,Intern,LOW,,,,,,1,100.0,1
2018,Canada,North America,Tech,Senior,LOW,0.85,0.85,,,,1,100.0,1
2018,Chile,South America,Agriculture,Intern,LOW,0.44,0.44,,,,1,100.0,1
2018,Chile,South America,Healthcare,Executive,HIGH,,,0.8,69382.0,0.22,1,100.0,1
2018,Chile,South America,Healthcare,Mid,LOW,,,0.02,,,1,0.0,1
2018,Chile,South America,Healthcare,Senior,LOW,,,0.07,,-4.26,1,0.0,1
2018,Chile,South America,Manufacturing,Senior,HIGH,,,0.17,43283.0,0.63,1,0.0,1
2018,Chile,South America,Tech,Intern,LOW,,,0.05,,41187.0,1,0.0,1
2018,Chile,South America,Tech,Lead,LOW,,,0.04,,39016.0,1,0.0,1
2018,China,East Asia,Agriculture,Mid,LOW,,,0.17,,,1,0.0,1
2018,China,East Asia,Education,Mid,LOW,,,,,,1,100.0,1
2018,China,East Asia,Education,Senior,HIGH,,,0.11,64374.0,0.7,1,0.0,1
2018,China,East Asia,Energy,Junior,LOW,,,,,,1,100.0,1
2018,China,East Asia,Finance,Lead,LOW,,,0.15,,-1.73,2,0.0,2
2018,China,East Asia,Retail,Senior,LOW,,,0.12,,,1,0.0,1
2018,Colombia,South America,Agriculture,Lead,HIGH,,,0.09,40098.0,0.7,1,0.0,1
2018,Colombia,South America,Agriculture,Mid,LOW,,,,,,1,100.0,1
2018,Colombia,South America,Finance,Junior,LOW,,,0.18,,41345.0,1,0.0,1
2018,Colombia,South America,Government,Intern,HIGH,,,0.07,40111.0,0.79,1,0.0,1
2018,Colombia,South America,Government,Junior,LOW,,,0.18,,,1,0.0,1
2018,Colombia,South America,Retail,Intern,LOW,,,0.08,,-0.61,1,0.0,1
2018,Colombia,South America,Tech,Junior,LOW,,,0.06,,,1,0.0,1
2018,Egypt,Africa,Education,Mid,LOW,,,0.2,,24375.0,1,0.0,1
2018,Egypt,Africa,Energy,Intern,LOW,,,0.03,,-1.83,1,0.0,1
2018,Egypt,Africa,Retail,Executive,LOW,,,0.06,,,1,0.0,1
2018,Egypt,Africa,Tech,Intern,HIGH,,,0.01,21409.0,0.86,1,0.0,1
2018,France,Europe,Education,Executive,LOW,,,0.13,,1.4,1,0.0,1
2018,France,Europe,Government,Executive,LOW,,,0.1,,,1,0.0,1
2018,France,Europe,Government,Lead,HIGH,,,0.62,106848.0,0.36,1,100.0,1
2018,France,Europe,Government,Senior,LOW,,,0.67,,,1,100.0,1
2018,France,Europe,Manufacturing,Junior,HIGH,,,0.06,72141.0,0.65,1,0.0,1
2018,France,Europe,Retail,Intern,LOW,,,,,,1,100.0,1
2018,France,Europe,Tech,Lead,HIGH,,,0.19,81157.0,0.61,1,0.0,1
2018,France,Europe,Tech,Lead,LOW,0.51,0.51,,,,1,100.0,1
2018,Germany,Europe,Agriculture,Mid,LOW,,,,,,1,100.0,1
2018,Germany,Europe,Retail,Intern,LOW,,,0.13,,,1,0.0,1
2018,Ghana,Africa,Agriculture,Executive,LOW,,,,,,1,100.0,1
2018,Ghana,Africa,Education,Intern,LOW,,,0.11,,23921.0,1,0.0,1
2018,Ghana,Africa,Education,Junior,LOW,0.43,0.43,,,,1,100.0,1
2018,Ghana,Africa,Education,Mid,LOW,,,0.14,,,1,0.0,1
2018,Ghana,Africa,Energy,Senior,LOW,,,0.18,,,2,50.0,2
2018,Ghana,Africa,Finance,Executive,LOW,,,0.03,,0.11,1,0.0,1
2018,Ghana,Africa,Government,Mid,HIGH,,,0.15,20213.0,0.7,1,0.0,1
2018,Ghana,Africa,Healthcare,Lead,LOW,,,0.15,,,1,0.0,1
2018,Ghana,Africa,Tech,Executive,LOW,,,0.11,,,1,0.0,1
2018,India,South Asia,Energy,Junior,LOW,,,0.09,,24863.0,1,0.0,1
2018,India,South Asia,Retail,Intern,HIGH,,,0.08,24872.0,0.79,1,0.0,1
2018,India,South Asia,Retail,Senior,LOW,,,0.04,,,1,0.0,1
2018,Indonesia,Southeast Asia,Manufacturing,Junior,LOW,,,,,,1,100.0,1
2018,Indonesia,Southeast Asia,Retail,Lead,HIGH,,,0.16,32480.0,0.76,1,0.0,1
2018,Israel,Middle East,Agriculture,Intern,LOW,,,0.16,,-3.76,1,0.0,1
2018,Israel,Middle East,Agriculture,Mid,LOW,,,0.04,,69637.0,1,0.0,1
2018,Israel,Middle East,Manufacturing,Executive,LOW,,,0.07,,,1,0.0,1
2018,Israel,Middle East,Manufacturing,Junior,LOW,,,0.12,,64715.0,1,0.0,1
2018,Israel,Middle East,Manufacturing,Senior,LOW,0.59,0.59,,,,1,100.0,1
2018,Israel,Middle East,Retail,Intern,LOW,,,0.84,,9.8,1,100.0,1
2018,Israel,Middle East,Retail,Lead,LOW,,,0.09,,,1,0.0,1
2018,Israel,Middle East,Tech,Executive,LOW,,,,,79153.0,1,100.0,1
2018,Israel,Middle East,Tech,Senior,LOW,,,0.67,,,1,100.0,1
2018,Italy,Europe,Agriculture,Executive,HIGH,,,0.85,95287.0,0.27,1,100.0,1
2018,Italy,Europe,Energy,Mid,LOW,,,0.07,,,1,0.0,1
2018,Italy,Europe,Finance,Junior,LOW,,,0.02,,,1,0.0,1
2018,Italy,Europe,Healthcare,Lead,LOW,,,0.11,,-1.5,1,0.0,1
2018,Italy,Europe,Manufacturing,Executive,LOW,,,0.09,,,1,0.0,1
2018,Italy,Europe,Manufacturing,Intern,HIGH,,,0.04,74369.0,0.7,1,0.0,1
2018,Japan,East Asia,Energy,Junior,LOW,,,0.01,,77179.0,1,0.0,1
2018,Japan,East Asia,Finance,Lead,LOW,,,0.18,,66898.0,1,0.0,1
2018,Japan,East Asia,Government,Lead,LOW,,,,,,1,100.0,1
2018,Japan,East Asia,Healthcare,Senior,LOW,,,0.06,,72278.0,1,0.0,1
2018,Japan,East Asia,Manufacturing,Executive,LOW,0.95,0.95,,,,1,100.0,1
2018,Japan,East Asia,Manufacturing,Junior,LOW,,,0.01,,,1,0.0,1
2018,Japan,East Asia,Tech,Junior,LOW,,,0.14,,4.76,1,0.0,1
2018,Jordan,Middle East,Energy,Lead,LOW,,,,,,1,100.0,1
2018,Jordan,Middle East,Finance,Senior,LOW,,,0.09,,-0.03,1,0.0,1
2018,Kenya,Africa,Agriculture,Executive,LOW,,,0.14,,2.7,1,0.0,1
2018,Kenya,Africa,Healthcare,Senior,HIGH,,,0.64,33897.0,0.1,1,100.0,1
2018,Kenya,Africa,Healthcare,Senior,LOW,,,0.18,,-4.17,1,0.0,1
2018,Kenya,Africa,Retail,Intern,LOW,,,0.15,,-2.28,1,0.0,1
2018,Kenya,Africa,Retail,Lead,LOW,,,,,,1,100.0,1
2018,Kenya,Africa,Retail,Mid,HIGH,,,0.04,20152.0,0.85,1,0.0,1
2018,Malaysia,Southeast Asia,Agriculture,Lead,LOW,,,0.12,,36574.0,1,0.0,1
2018,Malaysia,Southeast Asia,Healthcare,Junior,LOW,,,0.12,,,1,0.0,1
